Customer_Purchase_History,Sales_Level,Purchase_Number,Salary,Marketing_Time,Alternative,Discount,Marketing_Channel,Brand_Review,Awareness
0.99,0.84,5,1380,1.5,0,0,Online Advertisement,medium,0
0.72,0.87,3,2380,2,0,0,Online Advertisement,medium,0
0.14,0.83,5,1750,3.5,1,0,Online Advertisement,low,0
0.81,0.67,4,2160,2,0,0,Online Advertisement,low,0
0.73,0.86,4,1960,2.5,1,0,Online Advertisement,low,0
0.58,0.8,5,1870,2,1,0,Social Media,low,0
0.24,0.85,4,1550,3,0,0,Social Media,low,0
0.31,0.86,3,2050,3,0,0,Social Media,low,0
0.74,0.63,3,2300,1.5,0,0,Social Media,low,0
0.86,0.69,5,1570,2,0,0,Online Advertisement,low,0
0.22,0.8,4,2870,2.5,0,0,Mail,low,0
0.66,0.7,4,1610,2,0,0,Mail,low,0
0.21,0.76,5,2390,1.5,0,0,Mail,low,0
0.95,0.61,3,2670,1.5,0,0,Mail,low,0
0.24,0.55,5,2080,3,0,0,Mail,low,0
0.66,0.95,3,1330,2,0,0,Social Media,low,0
0.88,0.86,3,1870,2,0,0,Social Media,low,0
0.67,0.61,4,1400,1.5,0,0,Personal Sales,low,0
0.75,0.58,4,2700,2,0,0,Paid Search,low,0
0.93,0.48,3,1470,2,0,0,Shop,low,0
0.64,0.71,3,1810,1.5,0,0,Referral,low,0
0.51,0.53,3,1560,2,0,0,Online Advertisement,low,0
0.98,0.5,4,2070,2,0,0,Social Media,low,0
0.72,0.63,4,2410,2.5,1,0,Social Media,medium,0
0.51,0.75,4,1540,2,0,0,Social Media,medium,0
0.54,0.58,4,2060,2,0,0,Personal Sales,medium,0
0.99,0.76,4,2040,1.5,0,0,Personal Sales,medium,0
0.44,0.9,4,1170,2,0,0,Personal Sales,medium,0
0.74,0.48,5,1440,2,0,0,Personal Sales,medium,0
0.9,0.77,3,1560,2,0,0,Personal Sales,medium,0
0.86,0.58,4,2110,2.5,0,0,Personal Sales,medium,0
0.66,0.52,3,1490,2.5,1,0,Personal Sales,medium,0
0.64,0.96,4,1520,3,0,0,Personal Sales,medium,0
0.5,0.59,4,1920,1.5,0,0,Personal Sales,medium,0
0.88,0.68,4,2740,2.5,0,0,Personal Sales,medium,0
0.72,0.47,5,1680,3.5,0,0,Personal Sales,high,0
0.53,0.53,4,2050,2,0,0,Personal Sales,low,0
0.83,0.77,3,2280,2,0,0,Personal Sales,medium,0
0.24,0.52,4,2280,3,0,0,Personal Sales,medium,0
0.66,0.75,5,2270,2,1,0,Personal Sales,medium,0
0.43,0.63,3,1560,2,0,0,Personal Sales,medium,0
0.75,0.66,5,1770,1.5,0,0,Personal Sales,low,0
0.42,0.89,6,1880,3,1,0,Personal Sales,low,0
0.54,0.74,3,1850,2.5,0,0,Personal Sales,low,0
0.84,0.85,3,1530,2.5,0,0,Paid Search,low,0
0.95,0.79,4,1740,2,0,0,Paid Search,low,0
0.6,0.61,4,2090,2,0,0,Paid Search,low,0
0.95,0.71,3,2510,1.5,1,0,Paid Search,low,0
0.62,0.89,3,1530,2,1,0,Paid Search,low,0
0.89,0.73,3,2100,1.5,0,0,Paid Search,low,0
0.73,0.93,5,1670,2,0,0,Paid Search,low,0
0.86,0.94,3,1510,1.5,0,0,Referral,low,0
0.76,0.73,3,1580,1.5,0,0,Referral,low,0
0.91,0.76,3,1160,3,0,0,Referral,low,0
1,0.81,5,1780,1.5,0,0,Referral,low,0
0.98,0.78,4,1550,2,1,0,Referral,low,0
0.65,0.89,3,1510,1.5,0,0,Referral,low,0
0.62,0.79,4,2160,1.5,1,0,Referral,low,0
0.83,0.82,5,1790,2,0,0,Referral,low,0
0.75,1,4,1350,2.5,0,0,Referral,low,0
0.82,0.63,4,2320,2.5,0,0,Referral,low,0
0.69,0.68,4,1680,2,0,0,Referral,low,0
0.41,0.96,6,1710,3,1,0,Shop,medium,0
0.52,0.64,5,2580,1.5,0,0,Shop,medium,0
0.74,0.86,3,2210,1.5,0,0,Shop,medium,0
0.33,0.96,5,970,2,0,0,Shop,medium,0
0.8,0.69,3,1640,2,0,0,Shop,medium,0
0.82,0.89,4,2370,2,0,0,Shop,medium,0
0.59,0.65,5,1610,1.5,0,0,Shop,medium,0
0.98,0.8,4,1340,1.5,1,0,Shop,medium,0
0.93,0.94,4,1880,2,0,0,Shop,medium,0
0.49,0.95,4,1810,2,0,0,Shop,medium,0
0.6,0.94,4,1600,1.5,0,0,Shop,medium,0
0.34,0.82,6,1970,3,1,0,Referral,medium,0
0.71,0.77,3,1450,2,0,0,Referral,high,0
0.6,0.64,5,2210,1.5,0,0,Referral,low,0
0.12,0.78,6,2600,3,0,0,Online Advertisement,medium,0
0.16,0.87,3,990,3,1,0,Online Advertisement,medium,0
0.57,0.61,3,2430,2,0,0,Online Advertisement,medium,0
0.72,0.8,5,2440,2,0,0,Online Advertisement,medium,0
0.91,0.55,4,1790,2.5,0,0,Online Advertisement,low,0
0.95,0.49,4,1460,3.5,1,0,Online Advertisement,low,0
0.71,0.9,3,2620,1.5,1,0,Social Media,low,0
0.9,0.69,4,1740,1.5,0,0,Social Media,low,0
0.66,0.81,4,1480,2.5,0,0,Social Media,low,0
0.48,0.59,5,2350,2,0,0,Social Media,low,0
0.82,0.82,5,2850,1.5,1,0,Online Advertisement,low,0
0.83,0.79,4,1430,2,0,0,Mail,low,0
0.85,0.82,6,1410,3,0,0,Mail,low,0
0.84,0.47,3,1250,2.5,0,0,Mail,low,0
0.99,0.51,4,2320,2,0,0,Mail,low,0
0.54,0.72,3,1720,1.5,0,0,Mail,low,0
0.64,0.42,5,2830,3,0,0,Social Media,low,0
0.67,0.68,3,1890,2,0,0,Personal Sales,low,0
0.48,0.54,2,1440,2,0,0,Paid Search,low,0
0.58,0.77,4,1450,2,1,0,Shop,low,0
0.54,0.59,3,2000,2,0,0,Referral,low,0
0.25,0.65,3,2640,2.5,0,0,Online Advertisement,low,0
0.9,0.53,3,2150,2,0,0,Social Media,low,0
0.48,0.39,4,2720,2,0,0,Social Media,low,0
0.76,0.9,5,1420,2,0,0,Social Media,low,0
0.72,0.53,5,2400,1.5,0,0,Personal Sales,medium,0
0.95,0.66,4,1680,1.5,0,0,Personal Sales,medium,0
0.73,0.55,4,1710,2.5,0,0,Personal Sales,medium,0
0.93,0.7,3,1590,1.5,0,0,Personal Sales,medium,0
0.89,0.61,3,1750,2.5,0,0,Personal Sales,medium,0
0.7,0.97,4,2440,2,0,0,Personal Sales,medium,0
0.98,0.57,3,1980,2,0,0,Personal Sales,medium,0
0.72,0.65,5,1510,2,0,0,Personal Sales,medium,0
0.49,0.69,2,1880,2.5,0,0,Personal Sales,medium,0
0.15,0.85,3,1990,1.5,0,0,Personal Sales,medium,0
0.57,0.96,4,2570,2,0,0,Personal Sales,medium,0
0.21,0.81,4,1440,2.5,0,0,Personal Sales,medium,0
0.46,0.57,4,2750,2,0,0,Personal Sales,high,0
0.56,0.52,3,2430,2,0,0,Personal Sales,low,0
0.81,0.66,3,1810,1.5,1,0,Personal Sales,medium,0
0.93,0.59,5,1720,2,0,0,Personal Sales,medium,0
0.82,0.97,3,2440,3,0,0,Personal Sales,medium,0
0.76,0.51,4,2420,2,0,0,Personal Sales,medium,0
0.97,0.81,3,2490,1.5,0,0,Personal Sales,low,0
0.38,0.81,5,1280,2,1,0,Paid Search,low,0
0.46,0.49,3,2130,2,0,0,Paid Search,low,0
0.34,0.57,4,1520,2,1,0,Paid Search,low,0
0.63,0.76,4,2450,2,0,0,Paid Search,low,0
0.57,0.56,4,1130,2,0,0,Paid Search,low,0
0.17,0.76,4,2800,3,0,0,Paid Search,low,0
0.74,0.67,3,2730,2,1,0,Paid Search,low,0
0.59,0.56,4,2210,2,1,0,Referral,low,0
0.49,0.61,5,1330,2,0,0,Referral,low,0
0.49,0.58,3,1360,2.5,1,0,Referral,low,0
0.61,0.71,4,2430,2,1,0,Referral,low,0
0.81,0.79,5,1350,2,0,0,Referral,low,0
0.74,0.63,3,2310,2,0,0,Referral,low,0
0.91,0.98,3,2590,2.5,0,0,Referral,low,0
0.71,0.66,3,2380,1.5,0,0,Referral,low,0
0.73,0.71,3,2100,2,0,0,Referral,low,0
0.44,0.4,3,1200,3.5,0,0,Referral,low,0
0.6,0.56,2,2030,2.5,0,0,Referral,low,0
0.73,0.88,4,1480,1.5,0,0,Shop,low,0
0.8,0.54,4,2580,2,0,0,Shop,low,0
0.97,0.5,3,2250,1.5,0,0,Shop,medium,0
0.99,0.75,4,2080,1.5,0,0,Shop,medium,0
0.96,0.82,4,2740,2,0,0,Shop,medium,0
0.24,0.7,5,1470,3.5,1,0,Shop,medium,0
0.45,0.39,2,1670,2,0,0,Shop,medium,0
0.74,0.96,4,1540,2.5,0,0,Shop,medium,0
0.6,0.98,4,1950,2,0,0,Shop,medium,0
0.67,0.56,3,2370,2.5,0,0,Shop,medium,0
0.57,0.99,4,2220,1.5,0,0,Shop,medium,0
0.87,0.71,5,1450,2.5,0,0,Referral,medium,0
0.25,0.83,3,2570,3,1,0,Referral,medium,0
0.98,0.84,3,2860,2.5,0,0,Referral,medium,0
0.3,0.64,2,1370,2,0,0,Online Advertisement,high,0
0.21,0.52,5,1300,1.5,0,0,Online Advertisement,low,0
0.56,0.7,3,2140,1.5,0,0,Online Advertisement,medium,0
0.75,0.96,3,1380,1.5,0,0,Online Advertisement,medium,0
0.5,0.77,3,1660,2,0,0,Online Advertisement,medium,0
0.61,0.92,4,1590,3,0,0,Online Advertisement,medium,0
0.83,0.59,5,1600,2.5,0,0,Social Media,low,0
0.66,0.76,3,1550,2.5,1,0,Social Media,low,0
0.84,0.68,3,2310,2,0,0,Social Media,low,0
0.87,0.57,4,2270,2,0,0,Social Media,low,0
0.48,0.37,3,1810,1.5,0,0,Online Advertisement,low,0
0.84,0.79,4,2220,2,0,0,Mail,low,0
0.49,0.71,3,1960,2,0,0,Mail,low,0
0.67,0.93,3,2060,2,0,0,Mail,low,0
0.12,0.93,6,2570,3.5,1,0,Mail,low,0
0.99,0.67,5,1530,1.5,0,0,Mail,low,0
0.17,0.59,5,2500,3,0,0,Social Media,low,0
0.58,0.66,3,2500,3,0,0,Personal Sales,low,0
0.5,0.73,3,1480,2,0,0,Paid Search,low,0
0.35,0.69,3,1410,1.5,1,0,Shop,low,0
0.93,0.95,6,1470,2,0,0,Referral,low,0
0.73,0.87,3,1420,2,0,0,Online Advertisement,low,0
0.91,0.54,3,2100,1.5,0,0,Social Media,low,0
0.72,0.66,3,1520,1.5,0,0,Social Media,low,0
0.51,0.39,3,1490,2,0,0,Social Media,low,0
0.55,0.92,3,1980,2,0,0,Personal Sales,low,0
0.66,0.76,3,1390,3,0,0,Personal Sales,low,0
0.84,0.41,6,2550,3.5,1,0,Personal Sales,medium,0
0.81,0.8,4,2290,1.5,0,0,Personal Sales,medium,0
0.81,0.69,5,1340,1.5,0,0,Personal Sales,medium,0
0.5,0.75,5,2550,2,0,0,Personal Sales,medium,0
0.78,0.68,5,1890,2,0,0,Personal Sales,medium,0
0.76,0.74,3,1830,2,0,0,Personal Sales,medium,0
0.49,0.71,3,1540,1.5,0,0,Personal Sales,medium,0
0.99,0.61,3,1670,2,0,0,Personal Sales,medium,0
0.73,0.48,4,1390,3,0,0,Personal Sales,medium,0
0.88,0.74,5,2450,1.5,0,0,Personal Sales,medium,0
0.79,0.91,4,2000,2,0,0,Personal Sales,medium,0
0.83,0.98,3,1590,1.5,0,0,Personal Sales,medium,0
0.21,0.44,4,1630,3.5,0,0,Personal Sales,high,0
0.87,0.52,3,1580,1.5,1,0,Personal Sales,low,0
1,0.89,3,1940,2,0,0,Personal Sales,medium,0
0.49,0.98,3,2670,2,1,0,Personal Sales,medium,0
0.51,0.63,3,1830,1.5,0,0,Personal Sales,medium,0
0.63,0.64,3,1740,1.5,0,0,Paid Search,medium,0
0.91,0.63,4,2400,2,0,0,Paid Search,low,0
0.54,0.5,2,1230,2.5,1,0,Paid Search,low,0
1,0.59,4,1740,2,0,0,Paid Search,low,0
0.64,0.91,5,2460,2,0,0,Paid Search,low,0
0.65,0.96,5,1730,1.5,0,0,Paid Search,low,0
0.15,0.93,4,1850,3,0,0,Paid Search,low,0
0.81,0.83,4,2590,2,1,0,Referral,low,0
0.61,0.83,3,1120,2.5,1,0,Referral,low,0
0.86,0.55,5,2190,1.5,0,0,Referral,medium,0
0.71,0.62,3,2580,1.5,0,0,Referral,medium,0
0.72,0.82,5,2870,2,0,0,Referral,medium,0
0.84,0.37,5,1860,1.5,0,0,Referral,medium,0
0.38,0.74,3,1590,2.5,0,0,Referral,medium,0
0.75,0.56,4,2300,2,0,0,Referral,medium,0
0.93,0.77,5,1060,3,0,0,Referral,medium,0
0.71,0.64,4,1890,2,0,0,Referral,medium,0
0.75,0.96,3,2520,2,0,0,Referral,medium,0
0.56,0.68,4,2200,1.5,0,0,Shop,medium,0
0.57,0.82,5,2180,2,0,0,Shop,medium,0
0.63,0.83,4,1450,2.5,0,0,Shop,medium,0
0.59,0.91,4,1420,2,1,0,Shop,medium,0
0.77,0.62,3,2180,1.5,0,0,Shop,medium,0
0.65,0.7,4,1570,2.5,0,0,Shop,medium,0
0.84,0.49,4,1780,2,0,0,Shop,medium,0
0.9,0.45,4,2410,3.5,0,0,Shop,medium,0
0.6,0.83,3,2300,2,0,0,Shop,medium,0
0.9,0.74,5,2490,2,0,0,Shop,medium,0
0.94,0.7,5,1470,1.5,0,0,Shop,medium,0
0.56,0.9,4,1150,2,0,0,Referral,medium,0
0.95,0.86,5,1430,2,0,0,Referral,medium,0
0.97,0.85,4,2190,2,0,0,Referral,medium,0
0.55,0.63,4,2180,1.5,0,0,Online Advertisement,medium,0
0.79,0.6,5,2350,1.5,0,0,Online Advertisement,medium,0
0.49,0.76,5,2370,2,0,0,Online Advertisement,high,0
0.49,0.58,5,1860,1.5,0,0,Online Advertisement,high,0
0.57,0.65,5,1770,1.5,0,0,Online Advertisement,high,0
0.89,0.81,4,2280,2.5,0,0,Online Advertisement,high,0
0.66,0.59,3,2040,2,0,0,Social Media,high,0
0.94,0.77,5,2100,2,0,0,Social Media,high,0
0.98,0.95,4,2500,1.5,1,0,Social Media,high,0
0.18,0.52,5,1850,3.5,0,0,Social Media,high,0
0.57,0.73,3,1460,2,0,0,Online Advertisement,high,0
0.67,0.55,3,2170,1.5,0,0,Mail,high,0
0.12,0.61,6,1720,3.5,0,0,Mail,high,0
0.48,0.95,3,1840,1.5,0,0,Mail,high,0
0.61,0.97,3,1480,2,0,0,Mail,low,0
0.23,0.52,5,2360,2.5,0,0,Mail,low,0
0.4,0.38,3,2800,1.5,0,0,Social Media,low,0
0.57,0.6,3,2180,2,0,0,Personal Sales,low,0
0.95,0.98,5,1550,2,0,0,Paid Search,low,0
0.93,0.66,4,2420,2.5,0,0,Shop,low,0
0.7,0.88,3,1660,3,0,0,Referral,low,0
0.58,0.9,4,1750,2,1,0,Online Advertisement,low,0
0.52,0.95,5,2340,2,0,0,Social Media,low,0
0.98,0.88,5,2320,2,0,0,Social Media,low,0
0.93,0.94,4,1560,2,1,0,Social Media,low,0
0.34,0.63,5,2480,2,0,0,Personal Sales,low,0
0.87,0.75,4,2180,1.5,0,0,Personal Sales,low,0
0.52,0.96,5,2510,1.5,1,0,Personal Sales,low,0
0.58,0.91,4,1730,2.5,0,0,Personal Sales,low,0
0.65,0.51,4,1570,2,1,0,Personal Sales,medium,0
0.74,0.59,3,2740,2,0,0,Personal Sales,medium,0
0.63,0.7,5,1820,2,0,0,Personal Sales,medium,0
0.74,0.74,4,2330,1.5,0,0,Personal Sales,medium,0
0.65,1,4,2490,2,0,0,Personal Sales,medium,0
0.48,0.94,3,1620,2,1,0,Personal Sales,medium,0
0.84,0.75,3,1840,2,0,0,Personal Sales,medium,0
0.6,0.62,3,1350,1.5,0,0,Personal Sales,medium,0
0.56,0.57,3,1430,1.5,0,0,Personal Sales,medium,0
0.13,0.8,5,2030,3,0,0,Personal Sales,medium,0
0.83,0.51,5,1430,2.5,0,0,Personal Sales,medium,0
0.91,0.42,2,1420,2,1,0,Personal Sales,medium,0
0.97,0.97,5,1710,1.5,0,0,Personal Sales,high,0
0.9,0.96,3,2230,2.5,0,0,Personal Sales,high,0
0.57,0.87,4,1480,2,0,0,Personal Sales,high,0
0.84,0.79,6,1400,1.5,0,0,Paid Search,high,0
0.84,0.74,4,2260,1.5,0,0,Paid Search,high,0
0.17,0.93,5,1830,3,0,0,Paid Search,high,0
0.97,0.86,5,1350,2,0,0,Paid Search,high,0
0.94,0.66,3,2360,1.5,0,0,Paid Search,high,0
0.83,0.61,5,2570,1.5,0,0,Paid Search,low,0
0.91,0.73,3,1550,2,0,0,Paid Search,low,0
0.9,0.76,2,2110,2.5,0,0,Referral,low,0
0.95,0.86,3,2070,1.5,0,0,Referral,low,0
0.69,0.95,3,1260,3.5,0,0,Referral,low,0
0.49,0.98,3,2670,1.5,0,0,Referral,low,0
0.45,0.37,6,2260,1.5,0,0,Referral,low,0
0.21,0.9,2,2390,1.5,0,0,Referral,low,0
0.67,0.61,3,2020,1.5,0,0,Referral,medium,0
0.76,0.62,3,1500,1.5,1,0,Referral,medium,0
0.19,0.78,5,1560,3.5,0,0,Referral,medium,0
0.52,0.73,2,2330,2,0,0,Referral,medium,0
0.66,0.59,5,2620,1.5,0,0,Referral,medium,0
0.95,0.67,3,1830,2,0,0,Shop,medium,0
0.95,0.78,4,2250,1.5,0,0,Shop,medium,0
0.57,0.54,5,2160,2,0,0,Shop,medium,0
0.48,0.57,5,2270,2,0,0,Shop,medium,0
0.95,0.5,4,2420,1.5,0,0,Shop,medium,0
0.7,0.67,4,2240,2,0,0,Shop,medium,0
0.48,0.61,3,2230,2,1,0,Shop,medium,0
0.62,0.58,3,2020,1.5,0,0,Shop,medium,0
0.58,0.76,3,2200,2,0,0,Shop,medium,0
1,0.87,4,1290,3,0,0,Shop,medium,0
0.79,0.65,2,1930,3,0,0,Shop,medium,0
0.58,0.73,3,1650,1.5,0,0,Referral,medium,0
0.59,0.79,4,2090,1.5,0,0,Referral,medium,0
0.66,0.8,4,1830,1.5,1,0,Referral,medium,0
0.71,0.59,4,1380,2,0,0,Online Advertisement,medium,0
0.9,0.74,5,1520,2,0,0,Online Advertisement,medium,0
0.74,0.63,4,1700,1.5,0,0,Online Advertisement,medium,0
0.66,0.93,5,1850,2,0,0,Online Advertisement,medium,0
0.92,0.53,2,2490,1.5,0,0,Online Advertisement,high,0
0.55,0.51,4,1550,2,0,0,Online Advertisement,low,0
0.51,0.43,3,2040,2.5,0,0,Social Media,medium,0
0.49,0.52,5,1880,2.5,0,0,Social Media,medium,0
0.88,0.52,5,2640,2.5,0,0,Social Media,medium,0
0.6,0.8,4,1460,1.5,0,0,Social Media,medium,0
0.93,0.65,4,2120,2.5,0,0,Online Advertisement,medium,0
0.86,0.59,3,2150,2,0,0,Mail,medium,0
0.78,0.98,4,2390,2,0,0,Mail,medium,0
0.69,0.55,3,1880,2,0,0,Mail,medium,0
0.84,0.51,4,2590,2,0,0,Mail,medium,0
0.48,0.62,3,2000,2,1,0,Mail,medium,0
0.63,0.86,3,2450,1.5,0,0,Social Media,low,0
0.54,0.61,3,1820,1.5,0,0,Personal Sales,low,0
0.85,0.53,4,1810,1.5,0,0,Paid Search,low,0
0.51,0.52,3,1640,2,0,0,Shop,low,0
0.88,0.86,5,2570,2,0,0,Referral,low,0
0.87,0.93,3,1780,2,0,0,Online Advertisement,low,0
0.54,0.5,4,2240,2,0,0,Social Media,low,0
0.96,0.67,5,1700,2,0,0,Social Media,high,0
0.58,0.75,4,2330,1.5,0,0,Social Media,low,0
0.21,0.57,5,2390,2,0,0,Personal Sales,high,0
0.5,0.56,5,1850,1.5,0,0,Personal Sales,high,0
0.52,0.54,4,1840,2,0,0,Personal Sales,low,0
0.5,0.7,3,1880,1.5,0,0,Personal Sales,low,0
0.74,0.86,3,1860,2,1,0,Personal Sales,high,0
0.69,0.63,3,2260,2,0,0,Personal Sales,low,0
0.61,0.74,2,1430,3.5,0,0,Personal Sales,medium,0
0.5,0.82,3,2130,2,0,0,Personal Sales,high,0
0.79,0.53,2,2170,1.5,0,0,Personal Sales,medium,0
0.73,0.68,5,1900,1.5,0,0,Personal Sales,medium,0
0.49,0.69,2,1470,1.5,0,0,Personal Sales,medium,0
0.7,0.77,2,2350,2,1,0,Personal Sales,medium,0
0.27,0.62,6,1360,2,0,0,Personal Sales,high,0
0.8,0.54,5,2610,1.5,0,0,Personal Sales,medium,0
0.45,0.6,6,1760,2.5,0,0,Personal Sales,medium,0
0.63,0.64,4,2120,2.5,0,0,Personal Sales,medium,0
0.76,0.52,2,1480,2,0,0,Personal Sales,high,0
0.42,0.74,6,2180,3.5,0,0,Personal Sales,medium,0
0.41,0.87,6,2620,3.5,0,0,Personal Sales,high,0
0.74,0.46,6,1450,2,0,0,Paid Search,low,0
0.82,0.75,3,2300,2.5,1,0,Paid Search,medium,0
0.82,0.65,4,2100,1.5,0,0,Paid Search,medium,0
0.53,0.73,4,2270,2,0,0,Paid Search,medium,0
0.71,0.77,4,1420,1.5,0,0,Paid Search,medium,0
0.5,0.9,4,1710,1.5,0,0,Paid Search,low,0
0.68,0.89,3,2410,2,0,0,Paid Search,low,0
0.68,0.99,3,2470,1.5,1,0,Referral,low,0
0.48,0.86,5,2460,2,0,0,Referral,low,0
0.59,0.72,3,1880,2,1,0,Referral,low,0
0.21,0.7,3,1040,1.5,0,0,Referral,low,0
0.99,0.73,5,1970,2.5,1,0,Referral,low,0
1,0.88,4,1910,2.5,0,0,Referral,low,0
0.84,0.51,4,1730,1.5,0,0,Referral,low,0
0.86,0.82,2,2070,2.5,1,0,Referral,low,0
0.52,0.54,5,2470,2.5,0,0,Referral,high,0
0.94,0.97,5,1970,3,1,0,Referral,low,0
0.55,0.81,3,2420,1.5,0,0,Referral,low,0
0.79,0.59,3,1450,1.5,0,0,Shop,low,0
0.91,0.9,4,1740,2,0,0,Shop,low,0
0.82,0.99,3,1950,1.5,0,0,Shop,high,0
0.84,0.94,4,2700,2,1,0,Shop,low,0
0.72,0.68,4,2380,2,0,0,Shop,low,0
0.68,0.85,4,1560,1.5,0,0,Shop,low,0
0.99,0.96,5,2610,2,0,0,Shop,high,0
0.74,0.85,5,1350,1.5,0,0,Shop,low,0
0.8,0.41,6,1850,2.5,0,0,Shop,medium,0
0.55,0.55,3,1970,2,0,0,Shop,high,0
0.56,0.95,3,2410,2,0,0,Shop,medium,0
0.88,0.98,3,2630,2,1,0,Referral,high,0
0.86,0.49,4,2510,1.5,0,0,Referral,medium,0
0.64,0.95,3,2180,1.5,0,0,Referral,medium,0
0.82,0.58,4,1830,2,0,0,Online Advertisement,medium,0
0.66,0.8,4,2520,2,0,0,Online Advertisement,medium,0
0.64,0.95,3,980,2,0,0,Online Advertisement,medium,0
0.17,0.78,6,2840,2.5,0,0,Online Advertisement,medium,0
0.75,0.68,4,2200,1.5,0,0,Online Advertisement,medium,0
0.45,0.39,4,2750,2,0,0,Online Advertisement,medium,0
0.99,0.9,4,1640,2,0,0,Social Media,high,0
0.93,0.67,5,2370,2.5,0,0,Social Media,low,0
0.88,0.8,3,1330,2,0,0,Social Media,medium,0
0.62,0.52,5,2560,2.5,0,0,Social Media,medium,0
0.94,0.88,4,2700,2,0,0,Online Advertisement,medium,0
0.59,0.92,4,1960,1.5,0,0,Mail,medium,0
0.93,0.89,4,2090,1.5,0,0,Mail,medium,0
0.71,0.39,3,2610,2,0,0,Mail,medium,0
0.6,0.6,3,2210,1.5,0,0,Mail,medium,0
0.71,0.69,4,1800,2,1,0,Mail,medium,0
0.91,0.57,4,1450,2,0,0,Social Media,medium,0
0.78,0.96,4,1110,1.5,0,0,Personal Sales,high,0
0.52,0.63,4,2320,2,0,0,Paid Search,low,0
0.99,0.7,5,1950,2,0,0,Shop,low,0
0.86,0.51,4,2110,1.5,1,0,Referral,low,0
0.74,0.68,4,1940,1.5,0,0,Online Advertisement,high,0
0.15,0.84,4,2750,3,0,0,Social Media,low,0
0.57,0.54,3,1400,2,0,0,Social Media,low,0
0.67,0.6,3,1570,2,0,0,Social Media,low,0
0.8,0.93,4,2580,2,0,0,Personal Sales,high,0
0.83,0.82,5,2730,2.5,0,0,Personal Sales,low,0
0.69,0.53,3,1350,1.5,0,0,Personal Sales,low,0
0.64,0.83,3,1880,2.5,0,0,Personal Sales,low,0
0.95,0.52,5,2220,1.5,0,0,Personal Sales,low,0
0.97,0.52,4,2310,2,0,0,Personal Sales,low,0
0.85,0.86,3,2550,1.5,0,0,Personal Sales,low,0
0.72,0.51,3,2540,1.5,0,0,Personal Sales,low,0
0.91,0.85,3,2440,2,1,0,Personal Sales,medium,0
0.81,0.83,3,1320,2.5,0,0,Personal Sales,medium,0
0.13,0.67,5,2340,3.5,0,0,Personal Sales,medium,0
0.95,0.81,4,2720,2,0,0,Personal Sales,medium,0
0.82,0.54,4,1910,2,0,0,Personal Sales,medium,0
0.63,0.93,4,2380,2.5,0,0,Personal Sales,medium,0
0.55,0.69,3,2250,1.5,0,0,Personal Sales,medium,0
0.83,0.95,3,2110,1.5,0,0,Personal Sales,medium,0
0.54,0.98,3,2170,2,0,0,Personal Sales,medium,0
0.89,0.91,5,1560,2.5,0,0,Personal Sales,medium,0
0.79,0.55,3,1470,2,0,0,Personal Sales,medium,0
0.56,0.73,4,1340,2,0,0,Paid Search,medium,0
0.89,0.7,4,2350,1.5,1,0,Paid Search,high,0
1,0.66,4,2380,2.5,0,0,Paid Search,low,0
0.43,0.72,3,2580,2.5,0,0,Paid Search,medium,0
0.71,0.55,5,2240,2,0,0,Paid Search,medium,0
0.98,0.59,4,1490,1.5,0,0,Paid Search,medium,0
0.81,0.7,4,2190,1.5,1,0,Paid Search,medium,0
0.71,0.53,3,1860,1.5,0,0,Referral,low,0
0.99,0.6,4,2590,2.5,0,0,Referral,low,0
0.34,0.62,3,1190,1.5,0,0,Referral,low,0
0.58,0.91,3,2230,1.5,0,0,Referral,low,0
0.77,0.49,4,1840,2,0,0,Referral,low,0
0.64,0.5,3,2380,2.5,0,0,Referral,low,0
0.13,1,4,1570,3,1,0,Referral,low,0
0.98,0.6,2,2490,2,0,0,Referral,low,0
0.72,0.84,4,1950,1.5,0,0,Referral,low,0
0.55,0.79,3,1620,1.5,0,0,Referral,low,0
0.62,0.91,4,2310,2,0,0,Referral,low,0
0.74,0.91,2,2640,2,0,0,Shop,low,0
0.69,0.96,3,2100,2,0,0,Shop,low,0
0.6,0.63,4,1920,2,0,0,Shop,low,0
0.54,0.43,3,1920,1.5,0,0,Shop,low,0
0.56,0.75,4,2490,2,0,0,Shop,low,0
0.58,0.86,5,2060,2,0,0,Shop,low,0
0.21,0.66,4,1650,3,0,0,Shop,low,0
0.52,0.85,5,1830,2,0,0,Shop,low,0
0.98,0.7,4,2530,1.5,0,0,Shop,low,0
0.85,0.97,3,2560,2,0,0,Shop,low,0
0.62,0.88,2,2630,2.5,0,0,Shop,medium,0
0.63,0.61,3,2340,2,1,0,Referral,medium,0
0.84,0.97,6,2230,1.5,0,0,Referral,medium,0
0.71,0.69,2,1720,2,0,0,Referral,medium,0
0.36,0.55,6,2260,3.5,0,0,Online Advertisement,medium,0
0.79,0.56,6,2050,2.5,1,0,Online Advertisement,medium,0
0.59,0.55,4,2350,1.5,0,0,Online Advertisement,medium,0
0.5,0.53,4,2630,2,0,0,Online Advertisement,medium,0
0.88,0.66,4,2710,2,1,0,Online Advertisement,medium,0
0.65,0.69,6,1310,3,0,0,Online Advertisement,medium,0
0.71,0.56,4,2380,2.5,0,0,Social Media,medium,0
0.89,0.54,3,2140,1.5,0,0,Social Media,medium,0
0.83,0.84,3,2670,2,0,0,Social Media,high,0
